Year,OBS_STATUS,NATURE,COMMENT_OBS,SOURCE_DETAIL,SDG Series,Custom Breakdown,Composite breakdown,Unit of measure,Observation status,Nature of data points,Observation-level footnotes,Source details,Label for custom breakdown,Value
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 03,Land Cover: Sparsely natural vegetated areas,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 03,Land Cover: Sparsely natural vegetated areas,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 03,Land Cover: Terrestrial barren land,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.1
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 03,Land Cover: Terrestrial barren land,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.1
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 03,Land Cover: Terrestrial barren land,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.1
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 03,Land Cover: Terrestrial barren land,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.1
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 03,Land Cover: Terrestrial barren land,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.1
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 03,Land Cover: Terrestrial barren land,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.1
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 03,Land Cover: Tree-covered areas,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,5979.4
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 03,Land Cover: Tree-covered areas,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,5843
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 03,Land Cover: Tree-covered areas,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,5745.3
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 03,Land Cover: Tree-covered areas,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,5617.4
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 03,Land Cover: Tree-covered areas,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,5541.4
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 03,Land Cover: Tree-covered areas,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,5490.7
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: Artificial surfaces,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,2539.3
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: Artificial surfaces,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,2673.9
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: Artificial surfaces,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,2727.9
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: Artificial surfaces,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,2943.6
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: Artificial surfaces,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,3348.2
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: Artificial surfaces,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,3618
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: Croplands,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,10313
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: Croplands,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,10800.1
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: Croplands,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,12194.9
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: Croplands,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,13280.1
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: Croplands,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,13606.7
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: Croplands,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,13824.4
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: Grassland,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,94055.2
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: Grassland,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,93618.8
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: Grassland,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,92496
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: Grassland,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,91612.1
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: Grassland,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,90939.7
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: Grassland,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,90491.5
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: Inland water bodies,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1186.4
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: Inland water bodies,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1202.2
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: Inland water bodies,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1217
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: Inland water bodies,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1258.8
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: Inland water bodies,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1299.4
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: Inland water bodies,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1326.4
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: MGCI,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,124530.9
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 04,Land Cover: MGCI,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,124366.2
